Country,Name,Language,Time(UTC),Type,Price,Capacity,Booked
Lebanon,CityCentreBeirut,English,10:35,4DxStandard,"6,803₹",60,2
Lebanon,CityCentreBeirut,English,16:15,4DxStandard,"6,867₹",60,33
